filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00000.wav,0.41459370546181873,0.1289920210838318,1728.107110059399,1971.8533959560714,3682.267664225638,0.04298075877320186,-183.3849125542062,184.3752187127574,-44.8551081736126,43.287468516789936,8.505167175422494,2.2909509945488833,16.047503180973184,-13.612502857317303,11.32418437516436,-2.184137808591483,-4.917247452083574,8.058545492092088,-6.857412930427965,5.178065859040189,1.9155927622185236,-1.357509891628531,4.882411031364615,-4.552864187404177,1.0741306596092963,0.7718467139563806,blues
blues.00001.wav,0.4259413738897843,0.0938701257109642,1468.2740115087267,1970.1929387318994,3329.7526419301043,0.03056640625,-263.9219697963055,174.1996790733962,-13.020169689017969,44.40006179327035,5.981496683938935,9.14368303855781,18.34511377642466,-10.828155802335678,17.683227905392428,3.11513268816216,-5.200208363301306,9.825142240529619,-5.150925680474858,1.2770128735591844,0.8730604997504782,-1.5820374891506608,1.9287816104260251,-6.975157936617557,-0.08801798468186706,0.9110869175492692,blues
blues.00002.wav,0.4172920416952227,0.17659980058670044,1492.295620232022,1697.4875421299116,2888.976467336137,0.039353202943735496,-172.08139811527593,217.74870148220748,-55.99987939978078,38.03497179664863,-3.458774531290855,-0.8532553490793323,22.813366558343166,-12.991826625619087,10.090281646152878,-3.624531670682917,-2.534985021795805,7.72114475088101,-10.690429584915771,3.8770056438280345,-2.2549983692967355,-6.00111884760556,-0.6474891979147245,-7.603416713639117,2.648057913839368,-3.822822829539541,blues
blues.00003.wav,0.5459162847361704,0.13711509108543396,1041.8807036500448,1576.3985585172968,2104.308543902262,0.018021316705336427,-253.40978830636277,189.6603743617565,0.6593751031221949,31.747112487882724,8.763075230591587,5.140170891118731,15.51974228286245,-5.098032630345548,7.967933925020906,3.6149754264849627,2.629843680904123,7.629649368996105,-3.128735537284479,5.448135948300185,2.906908715957405,-2.578399431090403,1.3176331629609586,-1.8730479061828007,2.124575449629966,-0.9575265174792826,blues
blues.00004.wav,0.336454049157806,0.08683711290359497,1705.3499895167597,1689.17130941646,3322.5882304959396,0.04945915204466357,-241.03210420810436,198.85103164109668,-52.522775542707606,26.4820470939878,-9.547170429297536,-20.944656553964787,9.835133227943379,-20.655925884685306,-4.43458089204602,-3.9466636206452086,-8.067581579574629,1.8218577984278672,-11.896595963491377,-3.2150028401921684,-2.282786432463385,-8.464440301036204,-3.8595367092929704,-8.862043882347217,-3.2530929814718115,-2.755674900125588,blues
blues.00005.wav,0.37303428674292577,0.10708404332399368,1869.429102525664,1738.7236277633435,3556.265951276102,0.05302666400812065,-228.40541920162664,166.38420253884794,-35.52888809422971,32.8098420245663,1.738837016364133,-14.471840928929472,11.403390447776545,-16.283402138875168,-3.3878379665381417,0.513386403576812,-8.382037211900771,-0.4475570653712645,-10.753519820896354,-4.392694619514148,-2.4825383011316453,-12.999631858397942,-4.7899489016431,-3.8608541202525037,-4.93332277544503,-2.7280516998172635,blues
blues.00006.wav,0.36791204364530045,0.13951170444488525,1354.351201616747,1321.6931294533704,2582.7553337079466,0.03751540748259861,-240.8791187153972,173.64086922424053,-21.0534274693447,4.786986744318396,25.080884478453164,9.065320170810134,-0.7224292712816971,-17.300804566156994,-5.869384802172405,0.49448592984971534,-6.62395991465392,-3.5796686405441296,-5.982987764303702,-4.6539717625568375,-3.3017828864087733,-8.470300195558712,-6.57095037367654,-5.8893846385662005,-8.51228931071365,-9.321085181327422,blues
blues.00007.wav,0.38663867128238355,0.13876040279865265,1378.1666233843384,1499.301240310618,2793.211168612239,0.03204824354698376,-234.99463983653425,183.82040464991246,-25.94254735877413,21.296058236814012,23.254291836601638,7.340057855437057,8.450825941585721,-15.958072371159853,-1.087434040785446,1.1598636096845807,-11.350810772711334,-2.2628255277939813,-7.204759244868507,-7.472506212921795,-1.859722041108825,-5.454435671731589,-5.922246630667022,-7.282809769573324,-6.817285304709104,-8.314255011083723,blues
blues.00008.wav,0.5065210439179625,0.13908350467681885,1639.132111302232,2002.5283927885107,3649.0535727233178,0.032732063877610205,-197.18794339888154,190.58651213506238,-46.38356827726105,53.454874786709055,7.63354011530214,4.059360490893346,18.046922783781724,-17.883172027428007,17.105854415161293,2.2503085484587517,-1.1174652432168366,17.22025348741565,-4.194252927220561,4.628593029285047,-2.4789600924898236,-6.2053042455760865,6.8405057955920086,-4.772861249188385,-1.2188784649509181,-2.761216737711762,blues
blues.00009.wav,0.3286378002787504,0.08027230948209763,1715.253092226498,1918.8581478672259,3720.1481157555104,0.04056495613399072,-269.9105099713004,168.72817230997353,-29.03891655470548,37.710183802275765,6.497794451530914,-14.151670652506377,10.253832901330389,-8.74516507299033,4.730762019375483,-2.4458460613855633,-11.556043305833358,5.1306879056439465,-5.0646926941208,0.12876142793535422,5.272573277867815,-5.865427354464384,-1.7707854650737513,-1.8072865180371391,-0.6288768535473054,-0.3608636791344842,blues
